StockCode,Description,Revenue,Units_Sold,Avg_Unit_Price
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,2393.5899999999997,256,9.261209677419354
84796a,PINK HAWAIIAN PICNIC HAMPER FOR 2,141.10999999999999,17,8.305
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,58.64999999999999,23,2.55
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,28.05,11,2.55
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,160.48,224,1.001
84800L,LARGE WHITE/PINK ROSE ART FLOWER,639.36,360,1.9245454545454548
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,174.31,127,1.5372727272727273
84800S,SMALL WHITE/PINK ROSE ART FLOWER,120.07,107,1.2077777777777778
84801A,PINK HYDRANGEA ART FLOWER,96.60000000000001,46,2.1
84801B,WHITE HYDRANGEA ART FLOWER,46.2,22,2.1
84802A,WHITE ANEMONE ARTIFICIAL FLOWER,3.38,2,1.69
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,6.76,4,1.69
84803A,PINK ALLIUM  ARTIFICIAL FLOWER,5.07,3,1.69
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,28.73,17,1.69
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,180.58,70,2.68
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,188.37000000000003,99,2.23
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,60.0,32,2.5
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,52.5,38,2.0833333333333335
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,96.88999999999999,137,1.0645454545454545
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,411.55999999999995,308,1.387
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,115.5,55,2.1
84809B,PINK CHRYSANTHEMUMS ART FLOWER,37.8,18,2.1
84813,SET OF 4 DIAMOND NAPKIN RINGS,1393.79,166,10.532105263157895
84816,DANISH ROSE BEDSIDE CABINET,519.35,13,39.95
84817,DANISH ROSE DECORATIVE PLATE,710.64,951,1.4351785714285714
84818,DANISH ROSE PHOTO FRAME,1460.81,1423,1.3489898989898987
84819,DANISH ROSE ROUND SEWING BOX,951.79,811,2.2196774193548388
84820,DANISH ROSE TRINKET TRAYS,483.05,259,3.877741935483871
84821,DANISH ROSE DELUXE COASTER,407.15,935,0.614390243902439
84823,DANISH ROSE FOLDING CHAIR,890.4000000000001,112,7.95
84824,DANISH ROSE UMBRELLA STAND,31.9,2,15.95
84826,ASSTD DESIGN 3D PAPER STICKERS,389.38,1162,0.5578787878787879
84827,ASS DES PHONE SPONGE CRAFT STICKER,153.09,509,0.465
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,197.49,139,1.8079310344827586
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,1338.8700000000001,960,1.6098064516129034
84832,ZINC WILLIE WINKIE  CANDLE STICK,2712.7,2933,1.0908487084870848
84836,ZINC METAL HEART DECORATION,7418.07,5937,1.3647155963302753
84840,SWEETHEART CARRY-ALL BASKET,76.44,6,12.74
84842,HELLO SAILOR BATHROOM SET,52.5,14,3.75
84843,WHITE SOAP RACK WITH 2 BOTTLES,969.8000000000001,172,6.570816326530613
84846A,SCENTED CANDLE IN DIGITALIS TIN,126.04,56,2.5869230769230773
84847,FLORAL BATHROOM SET,75.0,20,3.75
84849A,HELLO SAILOR BLUE SOAP HOLDER,344.34000000000003,180,2.3567924528301885
84849B,FAIRY SOAP SOAP HOLDER,478.83,266,2.053421052631579
84849D,HOT BATHS SOAP HOLDER,859.0,494,1.8581739130434782
84854,GIRLY PINK TOOL SET,24.75,5,4.95
84856L,LARGE TAHITI BEACH BAG,17.82,2,8.91
84856S,SMALL TAHITI BEACH BAG,18.6,4,4.65
84857B,BLUE MONTE CARLO HANDBAG,46.8,24,1.95
84857C,PINK MONTE CARLO HANDBAG,232.32999999999998,98,4.763
84858C,PINK RIVIERA HANDBAG,261.68,186,5.33
84859A,SILVER DISCO HANDBAG,272.99,129,2.485
84859B,BLUE DISCO HANDBAG,64.81,31,2.346363636363636
84859C,PINK DISCO HANDBAG,180.51999999999998,84,2.429090909090909
84865,NEW BAROQUE BLACK PHOTO ALBUM,146.21,27,7.307857142857143
84870B,BLUE GEISHA GIRL,146.07999999999998,44,3.4415999999999998
84870C,GREEN GEISHA GIRL,146.05,46,3.1614285714285715
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,450.08,40,11.3675
84872a,TEATIME FUNKY FLOWER BACKPACK FOR 2,282.15,26,10.855714285714285
84873A,FUNKY FLOWER PICNIC BAG FOR 4,33.9,2,16.95
84874B,BLUE TRAVEL FIRST AID KIT,67.50999999999999,41,1.64
84875B,GREEN SQUARE COMPACT MIRROR,203.51,131,2.5524999999999998
84875D,BLUE SQUARE COMPACT MIRROR,63.75,51,1.25
84876B,GREEN HEART COMPACT MIRROR,315.81,218,2.417058823529412
84876D,BLUE HEART COMPACT MIRROR,217.5,128,3.59375
84877A,PINK ROUND COMPACT MIRROR,58.16,40,2.27
84877B,GREEN ROUND COMPACT MIRROR,210.56,144,2.32
84877D,BLUE ROUND COMPACT MIRROR,150.93,96,2.325
84879,ASSORTED COLOUR BIRD ORNAMENT,58927.62,36362,1.7225745257452574
84880,WHITE WIRE EGG HOLDER,2012.74,312,7.74987012987013
84881,BLUE WIRE SPIRAL CANDLE HOLDER,82.57,12,7.411666666666666
84882,GREEN WIRE STANDING CANDLE HOLDER,157.34,38,4.368333333333333
84884A,ANT WHITE WIRE HEART SPIRAL,1201.91,301,4.802307692307692
84884a,ANT WHITE WIRE HEART SPIRAL,317.71999999999997,38,8.345384615384615
84898F,YELLOW FLOWERS FELT HANDBAG KIT,98.63,46,2.2068421052631577
84905,PINK BUTTERFLY CUSHION COVER,173.48,35,4.9590000000000005
84906,PINK B'FLY C/COVER W BOBBLES,78.17,12,6.917142857142857
84906,PINK BUTTERFLY CUSHION COVER,44.849999999999994,23,1.95
84907,PINK YELLOW PATCH CUSHION COVER,180.93,29,6.113478260869566
84910A,PINK PAISLEY CUSHION COVER,192.14,26,7.464117647058822
84912A,PINK ROSE WASHBAG,560.62,156,3.5262162162162163
84912B,GREEN ROSE WASHBAG,1132.85,323,3.4332098765432097
84913A,SOFT PINK ROSE TOWEL,952.83,273,3.4126612903225806
84913B,MINT GREEN ROSE TOWEL,754.07,196,3.64
84915,HAND TOWEL PINK FLOWER AND DAISY,372.33,217,3.890869565217391
84916,HAND TOWEL PALE BLUE W FLOWERS,453.39,223,3.9479310344827585
84917,WHITE HAND TOWEL WITH BUTTERFLY,466.3,184,3.976666666666667
84919,BLUE CUSHION COVER WITH FLOWER,381.78000000000003,58,6.534827586206896
84920,PINK FLOWER FABRIC PONY,446.23,115,4.163541666666666
84921,CREAM AND PINK FLOWERS PONY,41.25,11,3.75
84922,PINK BUTTERFLY WASHBAG,42.29,9,4.923333333333333
84923,PINK BUTTERFLY HANDBAG W BOBBLES,671.62,162,4.146326530612245
84924A,WAKE UP COCKEREL CALENDAR SIGN,348.59000000000003,81,4.996363636363636
84924F,PSYCHEDELIC METAL SIGN CALENDAR,7.9,10,0.79
84925D,LA PALMIERA WALL THERMOMETER,38.25,15,2.55
84925F,PSYCHEDELIC WALL THERMOMETER,109.93,79,1.9214285714285713
84926A,WAKE UP COCKEREL TILE COASTER,210.51999999999998,604,0.6694285714285714
84926D,LA PALMIERA TILE COASTER,276.53,709,0.8079999999999999
84926E,FLOWERS TILE COASTER,327.79999999999995,968,0.5441025641025641
84926F,PSYCHEDELIC TILE COASTER,195.22,430,1.1860714285714287
84927A,WAKE UP COCKEREL TILE HOOK,70.45,50,2.0805555555555557
84927D,LA PALMIERA TILE HOOK,51.86,47,1.5635714285714286
84927E,FLOWERS TILE HOOK,80.16,59,1.907142857142857
84927F,PSYCHEDELIC TILE HOOK,182.95,299,1.088695652173913
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,637.5600000000001,2412,0.2896923076923077
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,317.44,133,2.511764705882353
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,424.08,177,2.396734693877551
84944,SET OF 6 KASHMIR FOLKART BAUBLES,1120.26,710,2.0566666666666666
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,8744.43,10545,0.9520170454545455
84946,ANTIQUE SILVER T-LIGHT GLASS,19381.62,14664,1.5028468208092487
84946,ANTIQUE SILVER TEA GLASS ETCHED,6461.76,4545,1.6190909090909091
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,10229.77,8652,1.471534090909091
84949,SILVER HANGING T-LIGHT HOLDER,7622.639999999999,4789,1.8617465753424658
84950,ASSORTED COLOUR T-LIGHT HOLDER,2297.03,3619,0.8163636363636364
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,553.01,475,1.8238709677419356
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,554.78,451,1.8233734939759036
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,264.46999999999997,92,3.1765384615384615
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,332.14,186,2.971724137931034
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,255.0,144,4.041538461538462
84963A,PINK PAINTED KASHMIRI CHAIR,171.8,4,42.95
84963B,BLUE PAINTED KASHMIRI CHAIR,149.85000000000002,3,49.95
84968A,SET OF 16 VINTAGE ROSE CUTLERY,3139.2999999999997,267,13.837070707070707
84968B,SET OF 16 VINTAGE IVORY CUTLERY,25.5,2,12.75
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,3585.99,317,14.927403846153847
84968D,SET OF 16 VINTAGE RED CUTLERY,1661.47,157,12.196181818181817
84968E,SET OF 16 VINTAGE BLACK CUTLERY,1522.53,132,12.58
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,1905.6799999999998,177,12.321846153846153
84968a,SET OF 16 VINTAGE ROSE CUTLERY,125.32999999999998,5,25.136666666666667
84968d,SET OF 16 VINTAGE RED CUTLERY,74.88,3,24.959999999999997
84968e,SET OF 16 VINTAGE BLACK CUTLERY,200.21,8,25.048333333333332
84968f,SET OF 16 VINTAGE SKY BLUE CUTLERY,25.49,1,25.49
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2389.52,558,4.66047619047619
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,6411.5199999999995,6064,1.3050436681222708
84970S,HANGING HEART ZINC T-LIGHT HOLDER,7650.3099999999995,8879,1.141173184357542
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,418.98,201,2.089
84970s,HANGING HEART ZINC T-LIGHT HOLDER,496.49,238,2.0875757575757574
84971S,SMALL HEART FLOWERS HOOK,1540.4499999999998,1761,1.1178612716763006
84971l,LARGE HEART FLOWERS HOOK,4.92,2,2.46
84974,S/2 ZINC HEART DESIGN PLANTERS,388.04999999999995,39,9.95
84975,HEART SHAPED MIRROR,8.45,5,1.69
84976,RECTANGULAR SHAPED MIRROR,446.15000000000003,512,1.4297297297297298
84977,WIRE FLOWER T-LIGHT HOLDER,1.25,1,1.25
84978,HANGING HEART JAR T-LIGHT HOLDER,16453.78,12493,1.4836289222373806
84984A,GREEN PEONY CUSHION COVER,88.35,19,4.65
84984B,RED PEONY CUSHION COVER,79.05,17,4.65
84984D,ORIENTAL RED CUSHION COVER,60.45,13,4.65
84985A,SET OF 72 GREEN PAPER DOILIES,59.449999999999996,41,1.45
84987,SET OF 36 TEATIME PAPER DOILIES,4471.17,3051,1.9834730538922156
84988,SET OF 72 PINK HEART PAPER DOILIES,6671.25,4311,2.1471037181996087
84989A,75 GREEN FAIRY CAKE CASES,14.85,27,0.55
84989a,75 GREEN FAIRY CAKE CASES,87.51,42,2.086
84990,60 GOLD AND SILVER FAIRY CAKE CASES,1.1,2,0.55
84991,60 TEATIME FAIRY CAKE CASES,9169.97,18189,0.689585308056872
84992,72 SWEETHEART FAIRY CAKE CASES,6532.78,13319,0.6851746031746032
84993A,75 GREEN PETIT FOUR CASES,159.69,343,0.5847272727272727
84993B,75 BLACK PETIT FOUR CASES,24.36,58,0.42
84993a,75 GREEN PETIT FOUR CASES,26.56,32,0.83
84997A,CHILDRENS CUTLERY POLKADOT GREEN,6864.42,1728,4.607849462365592
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,3069.46,845,4.073648648648648
84997B,CHILDRENS CUTLERY RETROSPOT RED,10316.86,2634,4.4931698113207545
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,5729.110000000001,1580,4.0714678899082575
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,4346.27,1201,3.916372549019608
84997C,CHILDRENS CUTLERY POLKADOT BLUE,10150.76,2582,4.406824034334764
84997D,CHILDRENS CUTLERY POLKADOT PINK,14493.640000000001,3666,4.503296398891967
84997D,PINK 3 PIECE POLKADOT CUTLERY SET,5234.56,1437,4.105304347826087
84997a,CHILDRENS CUTLERY POLKADOT GREEN,837.29,101,8.29
84997a,GREEN 3 PIECE POLKADOT CUTLERY SET,41.449999999999996,5,8.29
84997b,CHILDRENS CUTLERY RETROSPOT RED,2287.37,273,8.623793103448275
84997b,RED 3 PIECE RETROSPOT CUTLERY SET,765.55,91,8.38
84997c,BLUE 3 PIECE POLKADOT CUTLERY SET,158.23,19,8.35
84997c,CHILDRENS CUTLERY POLKADOT BLUE,2216.21,265,8.612666666666666
84997d,CHILDRENS CUTLERY POLKADOT PINK,2372.33,285,8.434477611940297
84997d,PINK 3 PIECE POLKADOT CUTLERY SET,285.46,34,8.3575
85006,SET 4 NURSERY DES ROUND BOXES,57.25,55,1.55
85008,SET OF 3 CONEY ISLAND OVAL BOXES,66.12,13,5.171250000000001
85014A,BLACK/BLUE POLKADOT UMBRELLA,6678.72,1163,6.487913669064748
85014B,RED RETROSPOT UMBRELLA,10952.2,1910,6.828942857142858
85014a,BLACK/BLUE POLKADOT UMBRELLA,225.32000000000002,18,12.515714285714285
85014b,RED RETROSPOT UMBRELLA,313.06,25,12.505217391304347
85015,SET OF 12  VINTAGE POSTCARD SET,1718.54,2180,1.3232167832167832
85016,SET OF 6 VINTAGE NOTELETS KIT,560.11,563,2.0207142857142855
85017A,ENVELOPE 50 ROMANTIC IMAGES,13.58,16,0.8477777777777777
85017B,ENVELOPE 50 BLOSSOM IMAGES,600.29,1077,0.6770440251572326
85017C,ENVELOPE 50 CURIOUS IMAGES,26.17,49,0.6154545454545454
85018D,YULETIDE IMAGES S/6 PAPER BOXES,30.6,12,2.55
85019A,ROMANTIC IMAGES NOTEBOOK SET,564.35,414,2.033333333333333
85019B,BLOSSOM  IMAGES NOTEBOOK SET,682.97,512,1.9597222222222221
85019C,CURIOUS  IMAGES NOTEBOOK SET,270.72,182,2.997272727272727
85020,ROUND PINK HEART MIRROR,188.81,85,2.5686363636363634
85023B,EAU DE NILE JEWELLED PHOTOFRAME,235.35000000000002,105,2.515384615384615
85024B,EAU DE NILE JEWELLED PHOTOFRAME,289.65,193,1.633333333333333
85024C,PINK SMALL JEWELLED PHOTOFRAME,19.799999999999997,12,1.65
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,555.12,329,2.337105263157895
85025C,PINK HEART SHAPE PHOTO FRAME,520.91,321,2.0585
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,70.27,79,0.9918181818181818
85027L,FRENCH CHATEAU LARGE PLATTER,160.5,70,2.95
85028L,FRENCH CHATEAU LARGE FRUIT BOWL,19.5,10,1.95
85028S,FRENCH CHATEAU SMALL FRUITBOWL,51.599999999999994,24,2.025
85030,FRENCH CHATEAU OVAL PLATTER,29.25,15,1.95
85031A,ROMANTIC IMAGES SCRAP BOOK SET,45.9,16,3.892857142857143
85031B,BLOSSOM IMAGES SCRAP BOOK SET,4.95,1,4.95
85031C,CURIOUS IMAGES SCRAP BOOK SET,14.85,3,4.95
85032A,ROMANTIC IMAGES GIFT WRAP SET,776.49,789,1.0937037037037038
85032B,BLOSSOM IMAGES GIFT WRAP SET,739.99,786,1.0780451127819548
85032C,CURIOUS IMAGES GIFT WRAP SET,718.54,683,1.1924113475177305
85032D,YULETIDE IMAGES GIFT WRAP SET,561.34,687,1.1588297872340425
85034A,3 GARDENIA MORRIS BOXED CANDLES,911.4,498,2.7704999999999997
85034B,3 WHITE CHOC MORRIS BOXED CANDLES,1628.78,945,2.7206557377049183
85034C,3 ROSE MORRIS BOXED CANDLES,1800.0,1129,2.2984848484848484
85034a,3 GARDENIA MORRIS BOXED CANDLES,24.869999999999997,3,8.29
85034b,3 WHITE CHOC MORRIS BOXED CANDLES,8.29,1,8.29
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,782.3,276,3.7861904761904763
85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,1054.1,619,3.307
85035C,ROSE 3 WICK MORRIS BOX CANDLE,1760.66,1137,2.517462686567164
85035a,GARDENIA 3 WICK MORRIS BOXED CANDLE,16.94,2,8.47
85035b,CHOCOLATE 3 WICK MORRIS BOX CANDLE,8.47,1,8.47
85035c,ROSE 3 WICK MORRIS BOX CANDLE,8.47,1,8.47
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,714.35,211,3.9118749999999998
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,581.43,361,2.215918367346939
85036C,ROSE 1 WICK MORRIS BOXED CANDLE,1066.8600000000001,742,2.427241379310345
85036a,GARDENIA 1 WICK MORRIS BOXED CANDLE,16.58,2,8.29
85036b,CHOCOLATE 1 WICK MORRIS BOX CANDLE,8.47,1,8.47
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,2171.26,1061,2.542191780821918
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,1010.6199999999999,704,1.6261728395061728
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,1174.6299999999999,806,1.6247398843930634
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,265.77,305,1.5844776119402983
85039a,SET/4 RED MINI ROSE CANDLE IN BOWL,131.81,40,3.297241379310345
85040A,S/4 PINK FLOWER CANDLES IN BOWL,1607.32,888,2.0394674556213017
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,229.47,137,1.6975
85040a,S/4 PINK FLOWER CANDLES IN BOWL,105.28,32,3.29
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,191.1,42,4.886363636363637
85047,WHITE BEADED GARLAND STRING 20LIGHT,19.049999999999997,3,6.35
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,10910.61,1359,9.306958174904944
85049A,TRADITIONAL CHRISTMAS RIBBONS,3842.36,3001,1.4897256097560976
85049B,LUSH GREENS RIBBONS,67.5,54,1.25
85049C,ROMANTIC PINKS RIBBONS,1515.69,1215,1.3552838427947598
85049D,BRIGHT BLUES RIBBONS,694.99,547,1.2957798165137615
85049E,SCANDINAVIAN REDS RIBBONS,3783.61,2860,1.4938313253012048
85049F,BABY BOOM RIBBONS,477.34,378,1.2898901098901099
85049G,CHOCOLATE BOX RIBBONS,1999.19,1608,1.4033955223880596
85049H,URBAN BLACK RIBBONS,869.1,848,1.0584491978609627
85049a,TRADITIONAL CHRISTMAS RIBBONS,812.84,244,3.2977777777777777
85049b,LUSH GREENS RIBBONS,4.92,2,2.46
85049c,ROMANTIC PINKS RIBBONS,2.46,1,2.46
85049d,BRIGHT BLUES RIBBONS,4.92,2,2.46
85049e,SCANDINAVIAN REDS RIBBONS,360.71,109,3.2950000000000004
85049g,CHOCOLATE BOX RIBBONS,276.42,113,2.4284313725490194
85053,FRENCH ENAMEL CANDLEHOLDER,3649.4900000000002,1693,2.6198136645962733
85054,FRENCH ENAMEL POT W LID,1430.63,587,3.4877586206896556
85055,FRENCH ENAMEL UTENSIL HOLDER,183.71,45,5.15125
85059,FRENCH ENAMEL WATER BASIN,1273.11,411,4.116821705426357
85061W,WHITE JEWELLED HEART DECORATION,1882.1499999999999,2146,1.1002958579881656
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,2429.5,1462,1.7914999999999999
85064,CREAM SWEETHEART LETTER RACK,976.25,215,6.697333333333333
85066,CREAM SWEETHEART MINI CHEST,22594.2,1784,14.308129770992366
85067,CREAM SWEETHEART WALL CABINET,126.64999999999999,7,18.55
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,583.23,1041,0.8838938053097345
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,684.62,1290,0.8929133858267717
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",428.0,683,1.2516981132075473
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,249.49,403,0.8260465116279069
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,696.8,1932,1.001290322580645
85084,HOLLY TOP CHRISTMAS STOCKING,17.0,20,0.85
85086A,CANDY SPOT HEART DECORATION,122.08,146,0.8331999999999999
85087,CANDY SPOT CUSHION COVER,1129.99,339,3.48024
85088,CANDY SPOT HAND BAG,534.83,259,2.3871153846153845
85089,CANDY SPOT BUNNY,38.35,13,2.95
85092,CANDY SPOT TEA COSY,40.05,27,2.3
85093,CANDY SPOT EGG WARMER HARE,475.18,708,0.8860674157303371
85094,CANDY SPOT EGG WARMER RABBIT,242.13,640,0.6907777777777777
85095,THREE CANVAS LUGGAGE TAGS,243.49,150,1.8197916666666665
85096,HILDA CANDY SPOT RABBIT,109.23,25,4.660588235294118
85099B,JUMBO BAG RED RETROSPOT,94159.81,48371,2.4861972498814606
85099C,JUMBO  BAG BAROQUE BLACK WHITE,28047.74,13900,2.605185577942736
85099F,JUMBO BAG STRAWBERRY,32495.59,17237,2.3821568627450977
85099f,JUMBO BAG STRAWBERRY,232.05999999999997,46,5.05
85103,SILVER T-LIGHT SETTING,924.29,143,7.292142857142857
85104,SILVER GLASS T-LIGHT SET,525.75,201,3.2276470588235298
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,1142.31,649,2.261
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,541.39,249,2.51448275862069
85109,PINK BOUDOIR T-LIGHT HOLDER,10.2,12,0.85
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,437.59,1409,0.49448275862068963
85114A,BLACK ENCHANTED FOREST PLACEMAT,1105.21,649,2.0494642857142855
85114B,IVORY ENCHANTED FOREST PLACEMAT,902.49,477,2.204025974025974
85114C,RED ENCHANTED FOREST PLACEMAT,920.2199999999999,516,1.9419230769230769
85114a,BLACK ENCHANTED FOREST PLACEMAT,161.7,49,3.2993333333333337
85114b,IVORY ENCHANTED FOREST PLACEMAT,118.86,36,3.2950000000000004
85114c,RED ENCHANTED FOREST PLACEMAT,534.66,162,3.298
85115B,S/4 BLACK DISCO PARTITION PANEL,24.869999999999997,3,8.29
85116,BLACK CANDELABRA T-LIGHT HOLDER,1106.8799999999999,941,1.4657777777777776
85118,HEART T-LIGHT HOLDER,144.51999999999998,146,1.541
85119,WATERING CAN SINGLE HOOK PISTACHIO,3.36,1,3.36
85123A,CREAM HANGING HEART T-LIGHT HOLDER,178.51000000000002,61,3.536666666666667
85123A,WHITE HANGING HEART T-LIGHT HOLDER,104284.24,37580,3.1161586452762924
85123a,WHITE HANGING HEART T-LIGHT HOLDER,1952.48,292,6.64044776119403
85124B,BLUE JUICY FRUIT PHOTO FRAME,264.06,93,3.178205128205128
85124C,GREEN JUICY FRUIT PHOTO FRAME,261.89,94,2.9928205128205128
85125,SMALL ROUND CUT GLASS CANDLESTICK,760.39,161,5.201212121212122
85126,LARGE ROUND CUTGLASS CANDLESTICK,27.14,2,13.57
85127,SMALL SQUARE CUT GLASS CANDLESTICK,1106.54,187,6.9253846153846155
85129B,BEADED CRYSTAL HEART GREEN SMALL,168.59,119,1.9122580645161291
85129C,BEADED CRYSTAL HEART BLUE SMALL,107.31,80,1.7373333333333332
85129D,BEADED CRYSTAL HEART PINK SMALL,342.74,207,1.9433846153846153
85130A,BEADED PEARL HEART WHITE LARGE,127.04999999999998,77,1.65
85130B,BEADED CRYSTAL HEART GREEN LARGE,760.4300000000001,834,1.382741935483871
85130C,BEADED CRYSTAL HEART BLUE  LARGE,437.22,482,1.077659574468085
85130D,BEADED CRYSTAL HEART PINK LARGE,569.29,565,1.5017460317460318
85131A,BEADED PEARL HEART WHITE ON STICK,901.48,996,0.9148739495798318
85131B,BEADED CRYSTAL HEART GREEN ON STICK,521.11,623,0.8377906976744186
85131C,BEADED CRYSTAL HEART BLUE ON STICK,178.85,193,0.8714
85131D,BEADED CRYSTAL HEART PINK ON STICK,725.26,850,0.8429126213592232
85132A,CHARLIE + LOLA BISCUITS TINS,1561.77,545,5.117454545454545
85132B,CHARLIE AND LOLA TABLE TINS,1156.1699999999998,529,3.5270666666666664
85132C,CHARLIE AND LOLA FIGURES TINS,3562.3199999999997,1520,3.986509433962264
85132a,CHARLIE + LOLA BISCUITS TINS,92.19999999999999,8,11.524999999999999
85132b,CHARLIE AND LOLA TABLE TINS,74.60999999999999,9,8.29
85132c,CHARLIE AND LOLA FIGURES TINS,24.869999999999997,3,8.29
85135A,YELLOW DRAGONFLY HELICOPTER,151.05,19,7.95
85135B,BLUE DRAGONFLY HELICOPTER,524.5500000000001,65,8.051739130434783
85135C,RED DRAGONFLY HELICOPTER,856.38,106,8.074705882352943
85136A,YELLOW SHARK HELICOPTER,572.41,71,8.04925925925926
85136B,BLUE SHARK HELICOPTER,15.9,2,7.95
85136C,RED SHARK HELICOPTER,421.18,52,8.079444444444444
85141,JARDIN ETCHED GLASS FRUITBOWL,619.94,120,5.7587179487179485
85144,JARDIN ETCHED GLASS BUTTER DISH,7.25,1,7.25
85144,JARDIN ETCHED GLASS CHEESE DISH,575.45,219,3.889024390243902
85145,JARDIN ETCHED GLASS LARGE BELL JAR,163.75,37,5.303846153846154
85146,JARDIN ETCHED GLASS SMALL BELL JAR,171.11,45,4.418
85150,LADIES & GENTLEMEN METAL SIGN,9383.43,4037,3.0745511482254697
85152,HAND OVER THE CHOCOLATE   SIGN,15928.730000000001,8246,2.3584683357879235
85159A,"BLACK TEA,COFFEE,SUGAR JARS",783.3499999999999,453,1.9734042553191489
85159B,"WHITE TEA,COFFEE,SUGAR JARS",1134.5,622,2.090677966101695
85160A,WHITE BIRD GARDEN DESIGN MUG,7.5,6,1.25
85160B,BLACK BIRD GARDEN DESIGN MUG,62.239999999999995,106,1.366470588235294
85160a,WHITE BIRD GARDEN DESIGN MUG,16.13,1,16.13
85161,ACRYLIC GEOMETRIC LAMP,568.65,35,17.94857142857143
85163A,WHITE BAROQUE WALL CLOCK,559.0,66,11.20625
85163B,BLACK BAROQUE WALL CLOCK,783.68,84,12.721666666666668
85167B,BLACK GRAND BAROQUE PHOTO FRAME,109.94,50,4.0275
85168B,BLACK BAROQUE CARRIAGE CLOCK,432.78999999999996,51,8.475142857142856
85169A,IVORY LOVE BIRD CANDLE,813.02,812,1.3231460674157303
85169B,BLACK LOVE BIRD CANDLE,356.06,329,1.4383870967741934
85169C,EAU DE NIL LOVE BIRD CANDLE,452.86,429,1.218913043478261
85169D,PINK LOVE BIRD CANDLE,356.08,351,1.3084
85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,2.1,1,2.1
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,316.75,215,2.3964102564102565
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,608.53,335,2.6856944444444446
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,796.99,451,2.7365
85172,HYACINTH BULB T-LIGHT CANDLES,569.68,1314,0.6895652173913043
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,795.02,479,2.90367816091954
85174,S/4 CACTI CANDLES,2927.08,613,7.02828025477707
